Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:34:14.430Z	INFO	tower.worker	tower/pipeline.go:199	pipeline stage done	{"ref": "7c287af6", "stage": "encoding", "stream": {"Path":"/storage/transcoded/7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a","Manifest":{"URL":"Former-Pfizer-VP-Says-Its-a-CRIMINAL-Conspiracy#0ac2449a956e4db44df276c14b1366ac3d8f48e1","ChannelURL":"lbry://@davidknightshow:1","SDHash":"7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a","Size":151203259,"Checksum":"aa43d7da1cd168df03ee8fc57bc4d4150f71b6a26a93d964b2c92edd","Ladder":{"Args":{"crf":"23","force_key_frames":"expr:gte(t,n_forced*2)","hls_time":"6","preset":"veryfast","profile:v":"main","refs":"1","sws_flags":"bilinear"},"Tiers":[{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}}}}
[36mworker           |[0m 2022-02-02T16:34:14.430Z	INFO	tower.worker	tower/pipeline.go:204	pipeline stage started	{"ref": "7c287af6", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:34:14.431Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/.manifest", "ctype": "text/plain", "size": 806, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:14.572Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/master.m3u8", "ctype": "application/x-mpegurl", "size": 308, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:14.648Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0.m3u8", "ctype": "application/x-mpegurl", "size": 3949, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:14.754Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000000.ts", "ctype": "video/mp2t", "size": 661572, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:14.922Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000001.ts", "ctype": "video/mp2t", "size": 976848, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.141Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000002.ts", "ctype": "video/mp2t", "size": 920072, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.202Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000003.ts", "ctype": "video/mp2t", "size": 931728, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.306Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000004.ts", "ctype": "video/mp2t", "size": 937556, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.455Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000005.ts", "ctype": "video/mp2t", "size": 1025164, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.514Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000006.ts", "ctype": "video/mp2t", "size": 960680, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.564Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000007.ts", "ctype": "video/mp2t", "size": 936616, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.648Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000008.ts", "ctype": "video/mp2t", "size": 823064, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.719Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000009.ts", "ctype": "video/mp2t", "size": 872884, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.752Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000010.ts", "ctype": "video/mp2t", "size": 925900, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:15.790Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "8d830eb6", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:15.818Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000011.ts", "ctype": "video/mp2t", "size": 961432, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.039Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000012.ts", "ctype": "video/mp2t", "size": 827576, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.129Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "f0febab1", "percent": 95, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:16.163Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000013.ts", "ctype": "video/mp2t", "size": 982864, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.211Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000014.ts", "ctype": "video/mp2t", "size": 962372, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.273Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000015.ts", "ctype": "video/mp2t", "size": 960680, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.386Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000016.ts", "ctype": "video/mp2t", "size": 981548, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.477Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000017.ts", "ctype": "video/mp2t", "size": 902400, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.535Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000018.ts", "ctype": "video/mp2t", "size": 994896, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.579Z	INFO	tower.worker	tower/pipeline.go:199	pipeline stage done	{"ref": "0ce333a8", "stage": "encoding", "stream": {"Path":"/storage/transcoded/0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b","Manifest":{"URL":"purification-of-the-bvm-presentation-of#84ccd9000c90586638d589e25f0f6fbc1e7fef53","ChannelURL":"lbry://@sensusfidelium:c","SDHash":"0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b","Size":152524076,"Checksum":"cf9af3c0c5f6b7980a4d72f9bb4fb2a6180203ece5518cbaa08aff67","Ladder":{"Args":{"crf":"23","force_key_frames":"expr:gte(t,n_forced*2)","hls_time":"6","preset":"veryfast","profile:v":"main","refs":"1","sws_flags":"bilinear"},"Tiers":[{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}}}}
[36mworker           |[0m 2022-02-02T16:34:16.579Z	INFO	tower.worker	tower/pipeline.go:204	pipeline stage started	{"ref": "0ce333a8", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:34:16.581Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/.manifest", "ctype": "text/plain", "size": 903, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.593Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000019.ts", "ctype": "video/mp2t", "size": 976660, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.616Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/master.m3u8", "ctype": "application/x-mpegurl", "size": 404, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.656Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000020.ts", "ctype": "video/mp2t", "size": 1046220, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.675Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0.m3u8", "ctype": "application/x-mpegurl", "size": 3437, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.756Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000021.ts", "ctype": "video/mp2t", "size": 1061260, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.760Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000000.ts", "ctype": "video/mp2t", "size": 1519040, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:16.863Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000022.ts", "ctype": "video/mp2t", "size": 935112, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.211Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000001.ts", "ctype": "video/mp2t", "size": 1461324, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.211Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000023.ts", "ctype": "video/mp2t", "size": 912928, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.276Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "47b94d4d", "percent": 45, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:34:17.376Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000002.ts", "ctype": "video/mp2t", "size": 435972, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.377Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000024.ts", "ctype": "video/mp2t", "size": 886608, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.479Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000003.ts", "ctype": "video/mp2t", "size": 568888, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.479Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000025.ts", "ctype": "video/mp2t", "size": 852956, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.572Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000004.ts", "ctype": "video/mp2t", "size": 495380, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.576Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000026.ts", "ctype": "video/mp2t", "size": 946204, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.657Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000005.ts", "ctype": "video/mp2t", "size": 495756, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.663Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000027.ts", "ctype": "video/mp2t", "size": 942820, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.675Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000006.ts", "ctype": "video/mp2t", "size": 496508, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.724Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000007.ts", "ctype": "video/mp2t", "size": 495756, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.807Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000008.ts", "ctype": "video/mp2t", "size": 589004, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.807Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000028.ts", "ctype": "video/mp2t", "size": 951468, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.869Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000009.ts", "ctype": "video/mp2t", "size": 470752, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:17.919Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000029.ts", "ctype": "video/mp2t", "size": 890744, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.313Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000010.ts", "ctype": "video/mp2t", "size": 470376, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.452Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000030.ts", "ctype": "video/mp2t", "size": 931540, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.517Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000011.ts", "ctype": "video/mp2t", "size": 470000, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.566Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000031.ts", "ctype": "video/mp2t", "size": 832652, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.663Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000012.ts", "ctype": "video/mp2t", "size": 465488, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.699Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000032.ts", "ctype": "video/mp2t", "size": 879652, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.732Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000013.ts", "ctype": "video/mp2t", "size": 793548, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.775Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000033.ts", "ctype": "video/mp2t", "size": 912176, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.813Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000014.ts", "ctype": "video/mp2t", "size": 700676, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.867Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000034.ts", "ctype": "video/mp2t", "size": 855400, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.888Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000015.ts", "ctype": "video/mp2t", "size": 691088, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:18.951Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000035.ts", "ctype": "video/mp2t", "size": 902776, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.005Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000016.ts", "ctype": "video/mp2t", "size": 690148, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.125Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000036.ts", "ctype": "video/mp2t", "size": 880780, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.207Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000017.ts", "ctype": "video/mp2t", "size": 691088, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.248Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000037.ts", "ctype": "video/mp2t", "size": 926652, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.298Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000018.ts", "ctype": "video/mp2t", "size": 725304, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.335Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "7c287af69bfce432c0dab47f341e1567e07ce4fe46cb039e022a702393e5d6f24ebf46213c4b70eb0caf4089382baa3a/v0_s000038.ts", "ctype": "video/mp2t", "size": 864236, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:34:19.370Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "0ce333a8dc4b55e3eb229a4f713e6cc9375ea5e411cdb57d18fe7dfba47b4c0909f4225029f397df8be9ee83f12db08b/v0_s000019.ts", "ctype": "video/mp2t", "size": 582236, "bucket": "t-na"}
